
/// npc                 spawnX    spawnY   height      walk      maxhit      attack     defence      description
//home 
spawn = 1524	3023	3380	0	0	0	0	0	1	skill spot
spawn = 1520	3016	3381	0	0	0	0	0	1	skill spot
/*Relleka slayer dungeon*/
spawn = 3209	2802	10015	0	1	14	120	140	CaveHorror
spawn = 3209	2797	10015	0	1	14	120	140	CaveHorror
spawn = 3209	2799	10017	0	1	14	120	140	CaveHorror
spawn = 3209	2802	10020	0	1	14	120	140	CaveHorror
spawn = 3209	2806	10021	0	1	14	120	140	CaveHorror
spawn = 3209	2803	10023	0	1	14	120	140	CaveHorror
spawn = 419	2799	10030	0	0	12	100	100	Cockatrice	
spawn = 419	2795	10031	0	0	12	100	100	Cockatrice
spawn = 419	2790	10031	0	0	12	100	100	Cockatrice
spawn = 419	2786	10034	0	0	12	100	100	Cockatrice
spawn = 419	2784	10039	0	0	12	100	100	Cockatrice
spawn = 419	2793	10039	0	0	12	100	100	Cockatrice
spawn = 419	2791	10036	0	0	12	100	100	Cockatrice
spawn = 435	2758	10011	0	0	10	60	100	Pyrefiend
spawn = 435	2756	10008	0	0	10	60	100	Pyrefiend
spawn = 435	2756	10003	0	0	10	60	100	Pyrefiend
spawn = 435	2760	10001	0	0	10	60	100	Pyrefiend
spawn = 435	2765	10000	0	0	10	60	100	Pyrefiend
spawn = 435	2766	10003	0	0	10	60	100	Pyrefiend
spawn = 435	2764	10006	0	0	10	60	100	Pyrefiend
spawn = 435	2762	10008	0	0	10	60	100	Pyrefiend
spawn = 435	2759	9995	0	0	10	60	100	Pyrefiend
spawn = 417	2742	10002	0	0	12	60	100	Basilisk	
spawn = 417	2738	10005	0	0	12	70	100	Basilisk
spawn = 417	2741	10010	0	0	12	70	100	Basilisk
spawn = 417	2739	10008	0	0	12	70	100	Basilisk
spawn = 417	2740	10014	0	0	12	70	100	Basilisk
spawn = 417	2744	10013	0	0	12	70	100	Basilisk
spawn = 417	2747	10007	0	0	12	70	100	Basilisk
spawn = 417	2746	10013	0	0	12	70	100	Basilisk
spawn = 437	2705	10030	0	0	13	90	120	Jelly
spawn = 437	2701	10030	0	0	13	90	120	Jelly
spawn = 437	2698	10028	0	0	13	90	120	Jelly
spawn = 437	2698	10025	0	0	13	90	120	Jelly
spawn = 437	2699	10030	0	0	13	90	120	Jelly
spawn = 437	2701	10025	0	0	13	90	120	Jelly
spawn = 437	2702	10029	0	0	13	90	120	Jelly
spawn = 437	2705	10028	0	0	13	90	120	Jelly
spawn = 437	2708	10027	0	0	13	90	120	Jelly
spawn = 437	2710	10025	0	0	13	90	120	Jelly
spawn = 437	2707	10021	0	0	13	90	120	Jelly
spawn = 432	2717	10012	0	0	15	130	130	Turoth
spawn = 432	2715	10008	0	0	15	130	130	Turoth
spawn = 432	2717	10006	0	0	15	130	130	Turoth
spawn = 432	2718	10002	0	0	15	130	130	Turoth
spawn = 432	2722	10002	0	0	15	130	130	Turoth
spawn = 432	2725	10004	0	0	15	130	130	Turoth
spawn = 432	2725	10000	0	0	15	130	130	Turoth
spawn = 432	2723	9995	0	0	15	130	130	Turoth
spawn = 411	2702	9992	0	0	18	200	200	Kurask
spawn = 411	2699	9993	0	0	18	200	200	Kurask
spawn = 411	2702	9996	0	0	18	200	200	Kurask
spawn = 411	2700	10002	0	0	18	200	200	Kurask
spawn = 411	2695	9999	0	0	18	200	200	Kurask
spawn = 411	2694	9996	0	0	18	200	200	Kurask
spawn = 411	2694	10004	0	0	18	200	200	Kurask
//MITHRIL DRAGS
spawn = 2919	1740	5342	0	1	26	250	200	Mithril Dragon
spawn = 2919	1737	5350	0	1	26	250	200	Mithril Dragon
spawn = 2919	1749	5338	0	1	26	250	200	Mithril Dragon
spawn = 2919	1760	5333	0	1	26	250	200	Mithril Dragon
spawn = 2919	1776	5323	0	1	26	250	200	Mithril Dragon
spawn = 2919	1772	5336	0	1	26	250	200	Mithril Dragon
spawn = 2919	1773	5360	0	1	26	250	200	Mithril Dragon
spawn = 2919	1757	5356	0	1	26	250	200	Mithril Dragon
//gwd bosses
/*Godwars bosses*/
spawn = 3162	2833	5303	2	1	23	600	500	Armadyl boss		
spawn = 3163	2830	5304	2	1	13	80	60	Armadyl minion
spawn = 3164	2830	5300	2	1	13	80	60	Armadyl minion
spawn = 3165	2839	5301	2	1	13	80	60	Armadyl minion
spawn = 6576	2927	5325	2	1	25	200	100	Zamorak boss		
spawn = 3130	2923	5322	2	1	20	200	100	Zamorak minion		
spawn = 3131	2931	5327	2	1	20	200	100	Zamorak minion		
spawn = 3132	2932	5322	2	1	20	200	100	Zamorak minion		
spawn = 6575	2898	5266	0	1	27	600	500	Sara boss
spawn = 2206	2901	5271	0	1	20	350	250	Sara minion
spawn = 2207	2903	5261	0	1	20	350	250	Sara minion
spawn = 2208	2893	5267	0	1	25	350	350	Sara minion
spawn = 6574	2870	5359	2	1	67	600	500	Bandos boss
spawn = 2216	2867	5362	2	1	20	80	60	Bandos minion
spawn = 2217	2871	5354	2	1	20	80	60	Bandos minion
spawn = 2218	2874	5360	2	1	20	80	60	Bandos minion
//fishing banker
//donator zone
spawn = 494	2339	9804	0	0	0	0	0	1	Banker
spawn = 659	2338	9804	0	0	0	0	0	1	Party Pete
spawn = 871	2338	9813	0	2	20	100	90	Ogre Shaman
spawn = 871	2335	9813	0	2	20	100	90	Ogre Shaman
spawn = 871	2332	9813	0	2	20	100	90	Ogre Shaman
spawn = 871	2329	9813	0	2	20	100	90	Ogre Shaman
spawn = 871	2332	9815	0	2	20	100	90	Ogre Shaman
spawn = 871	2335	9815	0	2	20	100	90	Ogre Shaman
spawn = 871	2338	9815	0	2	20	100	90	Ogre Shaman
spawn = 871	2329	9815	0	2	20	100	90	Ogre Shaman
//end donator zone
spawn = 2054	3275	3914	0	1	40	450	550	Chaos Ele
//dagannoths
spawn = 6581	2907	4445	0	1	30	500	200	Supreme
spawn = 6580	2915	4456	0	1	61	500	200	Prime
spawn = 6579	2922	4444	0	1	28	500	100	Rex
//abyssal demons
spawn = 415	2738	5084	0	2	20	100	90	Abyssal Demon
spawn = 415	2737	5088	0	2	20	100	90	Abyssal Demon
spawn = 415	2740	5092	0	2	20	100	90	Abyssal Demon
spawn = 415	2737	5091	0	2	20	100	90	Abyssal Demon
spawn = 415	2739	5089	0	2	20	100	90	Abyssal Demon
spawn = 415	2738	5081	0	2	20	100	90	Abyssal Demon
//lesser demons
spawn = 2006	2838	9553	0	0	16	100	100	Lesser demon
spawn = 2006	2844	9557	0	0	16	100	100	Lesser demon
spawn = 2006	2833	9562	0	0	16	100	100	Lesser demon
spawn = 2006	2836	9560	0	0	16	100	100	Lesser demon
spawn = 2006	2837	9566	0	0	16	100	100	Lesser demon
//bloodveld
spawn = 484	3239	9384	0	1	8	75	50	BloodVeld 
spawn = 484	3242	9383	0	1	8	75	50	BloodVeld 
spawn = 484	3439	9381	0	1	8	75	50	BloodVeld 
spawn = 484	3238	9389	0	1	8	75	50	BloodVeld 
spawn = 484	3239	9380	0	1	8	75	50	BloodVeld 
//dust devils
spawn = 424	3217	9365	0	1	8	82	50	Dustdevil
spawn = 424	3215	9363	0	1	8	82	50	Dustdevil
spawn = 424	3216	9360	0	1	8	82	50	Dustdevil
spawn = 424	3215	9355	0	1	8	82	50	Dustdevil
spawn = 424	3213	9351	0	1	8	82	50	Dustdevil
spawn = 424	3216	9361	0	1	8	82	50	Dustdevil
//nech
spawn = 11	3245	9371	0	1	11	88	50	Nechryael 
spawn = 11	3243	9360	0	1	11	88	50	Nechryael 
spawn = 11	3248	9360	0	1	11	88	50	Nechryael 
spawn = 11	3248	9368	0	1	11	88	50	Nechryael 
spawn = 11	3252	9369	0	1	11	88	50	Nechryael 
//gargoyle
spawn = 1543	3232	9399	0	1	11	85	50	GarGoyle 
spawn = 1543	3235	9402	0	1	11	85	50	GarGoyle 
spawn = 1543	3244	9400	0	1	11	85	50	GarGoyle 
spawn = 1543	3248	9400	0	1	11	85	50	GarGoyle 
spawn = 1543	3223	9398	0	1	11	85	50	GarGoyle 
spawn = 1543	3229	9395	0	1	11	85	50	GarGoyle 
//hill giants
spawn = 2098	3119	9834	0	0	8	20	10	Hill giant
spawn = 2098	3114	9833	0	0	8	20	10	Hill giant
spawn = 2098	3116	9836	0	0	8	20	10	Hill giant
spawn = 2098	3121	9844	0	0	8	20	10	Hill giant
spawn = 2098	3116	9843	0	0	8	20	10	Hill giant		
spawn = 2098	3111	9845	0	0	8	20	10	Hill giant
spawn = 2098	3109	9841	0	0	8	20	10	Hill giant
spawn = 2098	3108	9835	0	0	8	20	10	Hill giant
spawn = 2098	3107	9828	0	0	8	20	10	Hill giant
spawn = 2098	3100	9832	0	0	8	20	10	Hill giant	
spawn = 2098	3101	9835	0	0	8	20	10	Hill giant
spawn = 2098	3118	9849	0	0	8	20	10	Hill giant
//fishing
spawn = 310	2611	3416	0	0	0	0	0	Fishing spot
spawn = 311	2610	3416	0	0	0	0	0	Fishing spot
spawn = 312	2609	3416	0	0	0	0	0	Fishing spot
spawn = 313	2608	3416	0	0	0	0	0	Fishing spot
spawn = 314	2607	3416	0	0	0	0	0	Fishing spot
spawn = 315	2606	3416	0	0	0	0	0	Fishing spot
spawn = 316	2605	3416	0	0	0	0	0	Fishing spot
spawn = 317	2604	3417	0	0	0	0	0	Fishing spot
spawn = 318	2603	3417	0	0	0	0	0	Fishing spot
spawn = 319	2602	3416	0	0	0	0	0	Fishing spot
spawn = 321	2602	3415	0	0	0	0	0	Fishing spot
spawn = 322	2602	3414	0	0	0	0	0	Fishing spot
spawn = 323	2602	3413	0	0	0	0	0	Fishing spot
spawn = 324	2602	3412	0	0	0	0	0	Fishing spot
spawn = 325	2602	3411	0	0	0	0	0	Fishing spot
spawn = 326	2605	3413	0	0	0	0	0	Fishing spot
spawn = 327	2606	3413	0	0	0	0	0	Fishing spot
spawn = 328	2607	3413	0	0	0	0	0	Fishing spot
spawn = 329	2608	3413	0	0	0	0	0	Fishing spot
spawn = 330	2611	3413	0	0	0	0	0	Fishing spot
spawn = 331	2612	3415	0	0	0	0	0	Fishing spot
spawn = 332	2611	3413	0	0	0	0	0	Fishing spot
spawn = 334	2610	3413	0	0	0	0	0	Fishing spot
//SLAYER
//banshes
/*spawn = 414	3282	9378	0	1	2	20	20	Banshee 
spawn = 414	3279	9379	0	1	2	20	20	Banshee 
spawn = 414	3281	9376	0	1	2	20	20	Banshee 
spawn = 414	3280	9373	0	1	2	20	20	Banshee 
spawn = 414	3285	9383	0	1	2	20	20	Banshee */
//infernal mage
spawn = 446	3301	9368	0	1	8	20	20	InfernalMage 
spawn = 446	3302	9365	0	1	8	20	20	InfernalMage 
spawn = 446	3301	9361	0	1	8	20	20	InfernalMage 
spawn = 446	3301	9365	0	1	8	20	20	InfernalMage 
spawn = 446	3301	9359	0	1	8	20	20	InfernalMage 
spawn = 446	3299	9356	0	1	8	20	20	InfernalMage 
//Tzhaar npcs
spawn = 766	2445	5178	0	0	0	0	0	Banker Tzhaar
spawn = 2184	2447	5178	0	0	0	0	0	tzhaar shop
spawn = 2167	2439	5171	0	0	19	175	175	Tzhaar Thing
spawn = 2167	2449	5169	0	0	19	175	175	Tzhaar Thing
spawn = 2167	2456	5160	0	0	19	175	175	Tzhaar Thing
spawn = 2167	2455	5156	0	0	19	175	175	Tzhaar Thing
spawn = 2167	2465	5163	0	0	19	175	175	Tzhaar Thing
spawn = 2167	2463	5170	0	0	19	175	175	Tzhaar Thing
spawn = 2167	2471	5168	0	0	19	175	175	Tzhaar Thing
spawn = 2167	2477	5169	0	0	19	175	175	Tzhaar Thing
spawn = 2167	2475	5153	0	0	19	175	175	Tzhaar Thing
spawn = 2167	2483	5154	0	0	19	175	175	Tzhaar Thing

//rock crabs
spawn = 100	2666	3716	0	1	1	10	10	RockCrab Camelot
spawn = 100	2669	3711	0	1	1	10	10	RockCrab Camelot
spawn = 100	2676	3717	0	1	1	10	10	RockCrab Camelot
spawn = 100	2675	3718	0	1	1	10	10	RockCrab Camelot
spawn = 100	2680	3719	0	1	1	10	10	RockCrab Camelot
spawn = 100	2683	3715	0	1	1	10	10	RockCrab Camelot
spawn = 100	2686	3715	0	1	1	10	10	RockCrab Camelot
spawn = 100	2686	3722	0	1	1	10	10	RockCrab Camelot
spawn = 100	2686	3728	0	1	1	10	10	RockCrab Camelot
spawn = 100	2686	3728	0	1	1	10	10	RockCrab Camelot
spawn = 100	2684	3731	0	1	1	10	10	RockCrab Camelot
spawn = 100	2681	3731	0	1	1	10	10	RockCrab Camelot
spawn = 100	2677	3728	0	1	1	10	10	RockCrab Camelot
spawn = 100	2674	3731	0	1	1	10	10	RockCrab Camelot
spawn = 100	2671	3730	0	1	1	10	10	RockCrab Camelot
spawn = 100	2671	3728	0	1	1	10	10	RockCrab Camelot
spawn = 100	2671	3724	0	1	1	10	10	RockCrab Camelot
//slayer tower
spawn = 448	3411	3537	0	1	2	10	10	CrawlingHand 
spawn = 448	3408	3537	0	1	2	10	10	CrawlingHand 
spawn = 448	3413	3536	0	1	2	10	10	CrawlingHand 
spawn = 448	3410	3540	0	1	2	10	10	CrawlingHand 
spawn = 448	3411	3549	0	1	2	10	10	CrawlingHand 
spawn = 448	3413	3546	0	1	2	10	10	CrawlingHand 
spawn = 448	3415	3572	0	1	2	10	10	CrawlingHand 
spawn = 448	3411	3573	0	1	2	10	10	CrawlingHand 
spawn = 448	3416	3572	0	1	2	10	10	CrawlingHand 
spawn = 448	3413	3571	0	1	2	10	10	CrawlingHand 
spawn = 448	3414	3558	0	1	2	10	10	CrawlingHand 
spawn = 448	3411	3561	0	1	2	10	10	CrawlingHand 
spawn = 448	3411	3556	0	1	2	10	10	CrawlingHand 
spawn = 448	3417	3556	0	1	2	10	10	CrawlingHand 
spawn = 448	3420	3558	0	1	2	10	10	CrawlingHand 
spawn = 448	3434	3572	0	1	2	10	10	CrawlingHand 
spawn = 448	3437	3574	0	1	2	10	10	CrawlingHand 
spawn = 448	3432	3574	0	1	2	10	10	CrawlingHand 
spawn = 448	3432	3570	0	1	2	10	10	CrawlingHand 
spawn = 448	3438	3570	0	1	2	10	10	CrawlingHand 
spawn = 414	3439	3562	0	1	2	20	20	Banshee 
spawn = 414	3436	3562	0	1	2	20	20	Banshee 
spawn = 414	3441	3559	0	1	2	20	20	Banshee 
spawn = 414	3442	3546	0	1	2	20	20	Banshee 
spawn = 414	3446	3549	0	1	2	20	20	Banshee 
spawn = 414	3440	3543	0	1	2	20	20	Banshee 
spawn = 414	3436	3562	0	1	2	20	20	Banshee 
spawn = 414	3446	3536	0	1	2	20	20	Banshee 
spawn = 414	3450	3536	0	1	2	20	20	Banshee 
spawn = 414	3447	3539	0	1	2	20	20	Banshee 
spawn = 414	3437	3534	0	1	2	20	20	Banshee 
spawn = 414	3445	3537	0	1	2	20	20	Banshee 
spawn = 446	3438	3561	1	1	8	20	20	InfernalMage 
spawn = 446	3434	3561	1	1	8	20	20	InfernalMage 
spawn = 446	3436	3557	1	1	8	20	20	InfernalMage 
spawn = 446	3441	3560	1	1	8	20	20	InfernalMage 
spawn = 446	3432	3564	1	1	8	20	20	InfernalMage 
spawn = 446	3443	3572	1	1	8	20	20	InfernalMage 
spawn = 446	3446	3573	1	1	8	20	20	InfernalMage 
spawn = 446	3445	3566	1	1	8	20	20	InfernalMage 
spawn = 446	3439	3571	1	1	8	20	20	InfernalMage 
spawn = 484	3422	3574	1	1	8	75	50	BloodVeld 
spawn = 484	3419	3573	1	1	8	75	50	BloodVeld 
spawn = 484	3424	3573	1	1	8	75	50	BloodVeld 
spawn = 484	3410	3574	1	1	8	75	50	BloodVeld 
spawn = 484	3414	3573	1	1	8	75	50	BloodVeld 
spawn = 484	3410	3570	1	1	8	75	50	BloodVeld 
spawn = 484	3408	3574	1	1	8	75	50	BloodVeld 
spawn = 484	3421	3562	1	1	8	75	50	BloodVeld 
spawn = 484	3418	3566	1	1	8	75	50	BloodVeld 
spawn = 484	3423	3566	1	1	8	75	50	BloodVeld 
spawn = 484	3425	3560	1	1	8	75	50	BloodVeld 
spawn = 484	3418	3560	1	1	8	75	50	BloodVeld 
spawn = 424	3425	3551	1	1	8	82	50	Dustdevil 
spawn = 424	3422	3553	1	1	8	82	50	Dustdevil 
spawn = 424	3430	3550	1	1	8	82	50	Dustdevil 
spawn = 424	3434	3550	1	1	8	82	50	Dustdevil 
spawn = 424	3439	3549	1	1	8	82	50	Dustdevil 
spawn = 424	3437	3545	1	1	8	82	50	Dustdevil 
spawn = 424	3414	3547	1	1	8	82	50	Dustdevil 
spawn = 424	3412	3550	1	1	8	82	50	Dustdevil 
spawn = 424	3417	3545	1	1	8	82	50	Dustdevil 
spawn = 424	3423	3540	1	1	8	82	50	Dustdevil 
spawn = 424	3423	3544	1	1	8	82	50	Dustdevil 
spawn = 424	3426	3541	1	1	8	82	50	Dustdevil 
spawn = 424	3419	3540	1	1	8	82	50	Dustdevil 
spawn = 424	3418	3536	1	1	8	82	50	Dustdevil 
spawn = 1543	3434	3539	2	1	11	85	50	GarGoyle 
spawn = 1543	3440	3539	2	1	11	85	50	GarGoyle 
spawn = 1543	3444	3540	2	1	11	85	50	GarGoyle 
spawn = 1543	3446	3535	2	1	11	85	50	GarGoyle 
spawn = 1543	3448	3539	2	1	11	85	50	GarGoyle 
spawn = 1543	3442	3548	2	1	11	85	50	GarGoyle 
spawn = 1543	3444	3551	2	1	11	85	50	GarGoyle 
spawn = 1543	3445	3547	2	1	11	85	50	GarGoyle 
spawn = 1543	3439	3547	2	1	11	85	50	GarGoyle 
spawn = 11	3438	3563	2	1	11	88	50	Nechryael 
spawn = 11	3442	3561	2	1	11	88	50	Nechryael 
spawn = 11	3437	3558	2	1	11	88	50	Nechryael 
spawn = 11	3446	3562	2	1	11	88	50	Nechryael 
spawn = 11	3444	3568	2	1	11	88	50	Nechryael 
spawn = 11	3439	3570	2	1	11	88	50	Nechryael 
spawn = 11	3436	3568	2	1	11	88	50	Nechryael 
spawn = 11	3435	3572	2	1	11	88	50	Nechryael 
spawn = 11	3446	3572	2	1	11	88	50	Nechryael 
spawn = 415	3425	3568	2	1	8	93	60	AbyssalDemon 
spawn = 415	3428	3565	2	1	8	93	60	AbyssalDemon 
spawn = 415	3425	3574	2	1	8	93	60	AbyssalDemon 
spawn = 415	3423	3572	2	1	8	93	60	AbyssalDemon 
spawn = 415	3427	3570	2	1	8	93	60	AbyssalDemon 
spawn = 415	3416	3567	2	1	8	93	60	AbyssalDemon 
spawn = 415	3413	3570	2	1	8	93	60	AbyssalDemon 
spawn = 415	3410	3574	2	1	8	93	60	AbyssalDemon 
spawn = 415	3413	3574	2	1	8	93	60	AbyssalDemon 
spawn = 4005	2903	9693	0	1	17	250	200	Dark Beast
spawn = 4005	2907	9690	0	1	17	250	200	Dark Beast
spawn = 4005	2903	9693	0	1	17	250	200	Dark Beast
spawn = 4005	2911	9691	0	1	17	250	200	Dark Beast
spawn = 4005	2916	9694	0	1	17	250	200	Dark Beast
spawn = 4005	2918	9681	0	1	17	250	200	Dark Beast
spawn = 4005	2916	9693	0	1	17	250	200	Dark Beast
spawn = 4005	2900	9688	0	1	17	250	200	Dark Beast
//END SLAYER
/*Brimhaven*/
spawn = 2026	2629	9507	2	0	16	90	90	Greater demon
spawn = 2026	2639	9506	2	0	16	90	90	Greater demon
spawn = 2026	2644	9501	2	0	16	90	90	Greater demon
spawn = 2026	2633	9493	2	0	16	90	90	Greater demon
spawn = 2026	2632	9487	2	0	16	90	90	Greater demon
spawn = 2026	2631	9479	2	0	16	90	90	Greater demon
spawn = 2026	2638	9477	2	0	16	90	90	Greater demon
spawn = 2026	2649	9476	2	0	16	90	90	Greater demon
spawn = 270	2734	9480	0	1	18	89	92	Bronze
spawn = 270	2733	9493	0	1	18	89	92	Bronze
spawn = 270	2744	9487	0	1	18	89	92	Bronze 	
spawn = 273	2737	9418	0	1	20	92	92	Iron
spawn = 273	2732	9420	0	1	20	92	92	Iron
spawn = 273	2742	9430	0	1	20	92	92	Iron Dragon
spawn =	273	2739	9454	0	1	20	92	92	Iron Dragon
spawn = 273	2718	9461	0	1	20	92	92	Iron Dragon
spawn = 273	2702	9458	0	1	20	92	92	Iron Dragon
spawn = 273	2710	9450	0	1	20	92	92	Iron Dragon
spawn = 273	2703	9425	0	1	20	92	92	Iron Dragon
spawn = 273	2711	9420	0	1	20	92	92	Iron Dragon
spawn = 274	2714	9433	0	1	28	110	120	Steel Dragon
spawn = 274	2712	9444	0	1	28	110	120	Steel Dragon
spawn = 274	2729	9445	0	1	28	110	120	Steel Dragon
spawn = 274	2729	9458	0	1	28	110	120	Steel Dragon
spawn = 1432	2702	9483	0	1	18	90	80	Black Demon	
spawn = 1432	2701	9489	0	1	18	90	80	Black Demon
spawn = 1432	2708	9487	0	1	18	90	80	Black Demon
spawn = 1432	2710	9480	0	1	18	90	80	Black Demon
spawn = 1432	2719	9484	0	1	18	90	80	Black Demon
spawn = 2084	2644	9494	0	1	16	70	50	Fire Giant
spawn = 2084	2652	9487	0	1	16	70	50	Fire Giant
spawn = 2084	2667	9489	0	1	16	70	50	Fire Giant	
spawn = 2084	2664	9482	0	1	16	70	50	Fire Giant
spawn = 2084	2659	9498	0	1	16	70	50	Fire Giant
spawn = 2084	2657	9480	0	1	16	70	50	Fire Giant
spawn = 891	2679	9549	0	1	12	40	40	Moss Giant
spawn = 891	2671	9544	0	1	12	40	40	Moss Giant
spawn = 891	2663	9557	0	1	12	40	40	Moss Giant
spawn = 891	2659	9545	0	1	12	40	40	Moss Giant
spawn = 891	2681	9588	0	1	12	40	40	Moss Giant
spawn = 891	2677	9592	0	1	12	40	40	Moss Giant
spawn = 891	2657	9576	0	1	12	40	40	Moss Giant
spawn = 891	2643	9574	0	1	12	40	40	Moss Giant
spawn = 891	2651	9533	0	1	12	40	40	Moss Giant
spawn = 891	2638	9526	0	1	12	40	40	Moss Giant
spawn = 891	2645	9486	0	1	12	40	40	Moss Giant
spawn = 891	2655	9587	0	1	12	40	40	Moss Giant
spawn = 247	2698	9504	0	1	17	90	90	Red Dragon	
spawn = 247	2721	9518	0	1	17	90	90	Red Dragon
spawn = 247	2713	9524	0	1	17	90	90	Red Dragon
//END BRIM
/*Kbd red spiders*/
spawn = 3021	3067	10255	0	1	4	10	10	Poisen Spiders	
spawn = 3021	3068	10258	0	1	4	10	10	Poisen Spiders
spawn = 3021	3069	10255	0	1	4	10	10	Poisen Spiders
//moss
spawn = 891	3164	9880	0	1	12	40	40	Moss Giant
spawn = 891	3164	9877	0	1	12	40	40	Moss Giant
spawn = 891	3156	9907	0	1	12	40	40	Moss Giant
spawn = 891	3160	9903	0	1	12	40	40	Moss Giant
spawn = 891	3158	9900	0	1	12	40	40	Moss Giant
/*Traverly Dungeon*/
spawn = 70	2884	9816	0	1	4	20	20	Skeleton TavDung
spawn = 70	2883	9814	0	1	4	20	20	Skeleton TavDung
spawn = 70	2884	9811	0	1	4	20	20	Skeleton TavDung
spawn = 70	2884	9823	0	1	4	20	20	Skeleton TavDung
spawn = 85	2898	9849	0	1	2	10	10	Ghost TavDung
spawn = 85	2903	9849	0	1	2	10	10	Ghost TavDung
spawn = 85	2908	9849	0	1	2	10	10	Ghost TavDung
spawn = 85	2919	9818	0	1	2	10	10	Ghost TavDung
spawn = 85	2924	9818	0	1	2	10	10	Ghost TavDung
spawn = 2878	2931	9850	0	1	3	10	8	ChaosDruid TavDung
spawn = 2878	2930	9848	0	1	3	10	8	ChaosDruid TavDung
spawn = 2878	2932	9846	0	1	3	10	8	ChaosDruid TavDung
spawn = 2878	2934	9846	0	1	3	10	8	ChaosDruid TavDung
spawn = 2878	2937	9848	0	1	3	10	8	ChaosDruid TavDung
spawn = 2878	2934	9849	0	1	3	10	8	ChaosDruid TavDung
spawn = 2878	2931	9844	0	1	3	10	8	ChaosDruid TavDung
spawn = 2878	2929	9845	0	1	3	10	8	ChaosDruid TavDung
spawn = 2834	2912	9837	0	1	3	10	9	GiantBat TavDung
spawn = 2834	2910	9841	0	1	3	10	9	GiantBat TavDung
spawn = 2834	2908	9828	0	1	3	10	9	GiantBat TavDung
spawn = 2834	2918	9829	0	1	3	10	9	GiantBat TavDung
spawn = 2834	2923	9831	0	1	3	10	9	GiantBat TavDung
spawn = 1545	2939	9811	0	1	5	20	11	BlackKnight TavDung
spawn = 1545	2938	9815	0	1	5	20	11	BlackKnight TavDung
spawn = 1545	2941	9805	0	1	5	20	11	BlackKnight TavDung
spawn = 2844	2958	9781	0	1	7	30	15	MagicAxes TavDung
